hostgroup	schemaname	username	client_address	digest	digest_text	count_star	first_seen	last_seen	sum_time	min_time	max_time	sum_rows_affected	sum_rows_sent
10	dmall_idb	monitor		0x025BDBE0A83275C6	select instance.id, instance.host as host,instance.port as port, cluster.id as cluster_id, cluster.description, cluster.dev_owner_id, cluster.dns_name as dns_name from instance left join rel_cluster_instance as rci on rci.instance_id = instance.id left JOIN cluster on cluster.id=rci.cluster_id;	14	1613591501	1613615541	14755051	1038251	1109950	0	64806
10	dmall_idb	myadmin		0x4247BD84E7116995	select distinct(app_id), auth_password from redis_cluster where auth_password is not null	254	1613586726	1613615705	1043948	3674	13274	0	97282
10	information_schema	idb		0xF90EBA9364D182DA	select ? from dmall_idb.redis_admin_machine where host=? limit ?	2936	1613586601	1613615703	5877420	1487	34009	0	0
10	dmall_idb	myadmin		0x2039A4FCDDA13063	update dmall_idb.dashboard_cluster_redis set master_list=?,slave_list=? where id=?;	7790	1613586542	1613615707	16528437	1601	26918	440	0
10	dmall_idb	myadmin		0x6B382775F371DB5A	SELECT `mongo_cluster_meta_app`.`id`, `mongo_cluster_meta_app`.`app_id`, `mongo_cluster_meta_app`.`project_code`, `mongo_cluster_meta_app`.`module_code` FROM `mongo_cluster_meta_app` WHERE `mongo_cluster_meta_app`.`app_id` = ?	11	1613613448	1613615715	22301	1842	2898	0	4
10	drc_mysql_sync	drc_mysql_sync		0x51C9ECE238E98EFB	SET NAMES utf8	2937	1613586499	1613615734	0	0	0	0	0
10	admin_idb	admin_idb		0xE251A9DEC3FE6AE3	SELECT `procedure_mysqlprocess`.`id`, `procedure_mysqlprocess`.`created`, `procedure_mysqlprocess`.`modified`, `procedure_mysqlprocess`.`is_deleted`, `procedure_mysqlprocess`.`description`, `procedure_mysqlprocess`.`parent_id`, `procedure_mysqlprocess`.`title`, `procedure_mysqlprocess`.`category`, `procedure_mysqlprocess`.`host`, `procedure_mysqlprocess`.`port`, `procedure_mysqlprocess`.`db_name`, `procedure_mysqlprocess`.`table_name`, `procedure_mysqlprocess`.`sql_content`, `procedure_mysqlprocess`.`inception`, `procedure_mysqlprocess`.`create_user_id`, `procedure_mysqlprocess`.`assignee_user_id`, `procedure_mysqlprocess`.`status`, `procedure_mysqlprocess`.`audit_result`, `procedure_mysqlprocess`.`execute_datetime`, `procedure_mysqlprocess`.`zone_info`, `procedure_mysqlprocess`.`execute_result`, `procedure_mysqlprocess`.`workflow_info`, `procedure_mysqlprocess`.`jira_issue_id`, `procedure_mysqlprocess`.`celery_task_id` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`id` = ? AND `procedure_mysqlprocess`.`id` = ?)	27	1613613064	1613615712	73372	1940	7333	0	27
10	information_schema	idb		0xE7988BB7C2D625CB	select ? from dmall_idb.machine where host=? limit ?	2991	1613586602	1613615703	5922632	1475	26934	0	2991
10	admin_idb	admin_idb		0xA6C07283EA0BBB7D	SELECT COUNT(*) AS `__count` FROM `maintenance_mysqlrestorerecord`	23	1613614104	1613615724	214247	7776	9770	0	23
10	dmall_idb	myadmin		0x52C74AC54FD2BB61	SELECT `rel_cluster_instance`.`id`, `rel_cluster_instance`.`cluster_id`, `rel_cluster_instance`.`instance_id` FROM `rel_cluster_instance` WHERE `rel_cluster_instance`.`cluster_id` = ?	50	1613613451	1613614015	93592	1638	2162	0	157
10	dmall_idb	myadmin		0xF00D9F21EC9C01FB	SELECT `instance`.`id`, `instance`.`machine_id`, `instance`.`host`, `instance`.`port`, `instance`.`role_id`, `instance`.`version`, `instance`.`db_list`, `instance`.`scale`, `instance`.`env`, `instance`.`status`, `instance`.`created`, `instance`.`modified` FROM `instance` WHERE `instance`.`id` IN (?, ?, ?, ?, ?, ?, ?, ?)	4	1613613504	1613614011	7373	1683	2012	0	32
10	information_schema	idb		0x226CD90D52A2BA0B	select @@version_comment limit ?	29717	1613586601	1613615703	0	0	0	0	0
10	dmall_idb	myadmin		0x9622807D2E4BEAFB	insert into `mysql_slowlog_alarm` (user_id, username, instance,db_user,send_addr,send_type,send_status,alarm_type,alarm_title,alarm_content, status) values (?,?,?,?,?,?,?,?,?,?	4	1613599234	1613615545	51618	8853	18272	5	0
10	dmall_idb	myadmin		0xD942000B8A75D119	insert into `mysql_slowlog_alarm` (user_id, username, instance,db_user,send_addr,send_type,send_status,alarm_type,alarm_title,alarm_content, status) values (?,?,?,?,?,?,?,?,?,?,?)	97	1613586548	1613615652	248708	1741	7077	97	0
10	information_schema	mydata		0xD2F797DF4B1A8AF8	SELECT `timevalue` FROM `mydata`.`pma__history` WHERE `username` = ? ORDER BY `timevalue` DESC LIMIT ?, ?	632	1613609161	1613615743	1348323	1728	17443	0	0
10	drc_mysql_sync	drc_mysql_sync		0x1213920A840F6A41	SELECT `django_celery_beat_periodictasks`.`ident`, `django_celery_beat_periodictasks`.`last_update` FROM `django_celery_beat_periodictasks` WHERE `django_celery_beat_periodictasks`.`ident` = ? LIMIT ?	2937	1613586499	1613615734	5669816	1557	48677	0	2937
10	admin_idb	admin_idb		0x51C9ECE238E98EFB	SET NAMES utf8	462	1613611249	1613615724	0	0	0	0	0
10	mydata	mydata		0xDA0E433A9E6D6C9E	SELECT `tables` FROM `mydata`.`pma__recent` WHERE `username` = ?	24	1613609694	1613615518	45376	1698	2473	0	24
10	dmall_idb	idb		0x4E3889120C807C48	update machine a inner join _machine b on a.host=b.host set a.os=b.os, a.name=b.name, a.cpu_n=b.cpu_n, a.memory_mb=b.memory_mb, a.swap_mb=b.swap_mb	4	1613588702	1613613902	25041	6063	6588	0	0
10	admin_idb	admin_idb		0xF16D55EC7EA750C2	SELECT COUNT(*) AS `__count` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`create_user_id` = ? AND `procedure_mysqlprocess`.`category` = ?)	7	1613613119	1613614237	19071	2340	2997	0	7
10	admin_idb	admin_idb		0xFEC013551C892022	UPDATE `authtoken_token` SET `key` = ?, `created` = ? WHERE `authtoken_token`.`user_id` = ?	12	1613611249	1613615163	48325	3824	4449	12	0
10	dmall_idb	myadmin		0x5354CC1A363B578C	SELECT `_machine_used`.`id`, `_machine_used`.`host`, `_machine_used`.`day`, `_machine_used`.`name`, `_machine_used`.`os`, `_machine_used`.`cpu_n`, `_machine_used`.`memory_mb`, `_machine_used`.`memory_mb_free`, `_machine_used`.`disk_data_mb`, `_machine_used`.`disk_data_mb_used`, `_machine_used`.`disk_data_used_pct`, `_machine_used`.`swap_mb`, `_machine_used`.`swap_mb_used`, `_machine_used`.`description`, `_machine_used`.`created`, `_machine_used`.`modified` FROM `_machine_used` WHERE `_machine_used`.`day` = ?	2	1613613579	1613613985	6953	3461	3492	0	764
10	dmall_idb	myadmin		0x226CD90D52A2BA0B	select @@version_comment limit ?	90	1613586512	1613615392	0	0	0	0	0
10	information_schema	mydata		0x046FB65606D74E3B	REPLACE INTO `mydata`.`pma__recent` (`username`, `tables`) VALUES (?, ?)	48	1613609701	1613615728	309407	3055	42962	96	0
10	dmall_idb	myadmin		0x51C9ECE238E98EFB	SET NAMES utf8	8793	1613586542	1613615715	0	0	0	0	0
10	information_schema	idb		0xB7D2DACE37F976F3	select port from dmall_idb.redis_slave_client where port=? limit ?	1090	1613586601	1613615703	2280801	1504	24782	0	404
10	admin_idb	admin_idb		0x313B17A3D43B9FB8	SELECT `user_menu`.`id`, `user_menu`.`created`, `user_menu`.`modified`, `user_menu`.`is_deleted`, `user_menu`.`description`, `user_menu`.`parent_id`, `user_menu`.`name`, `user_menu`.`order_num`, `user_menu`.`url`, `user_menu`.`icon` FROM `user_menu` WHERE `user_menu`.`id` = ?	831	1613611753	1613615709	1603599	1738	15222	0	831
10	mydata	mydata		0x77C97A7BE9F5C5CF	SHOW TABLES FROM `mydata`	24	1613609694	1613615518	325191	8803	18531	0	38880
10	dmall_idb	myadmin		0x9D0AAEFB4327622E	select LAST_INSERT_ID()	90	1613586512	1613615392	161664	1545	5642	0	90
10	admin_idb	admin_idb		0xE99D2F8E821DF3FD	SELECT `common_homecontent`.`id`, `common_homecontent`.`created`, `common_homecontent`.`modified`, `common_homecontent`.`is_deleted`, `common_homecontent`.`description`, `common_homecontent`.`category`, `common_homecontent`.`content` FROM `common_homecontent` WHERE (`common_homecontent`.`is_deleted` = ? AND `common_homecontent`.`category` = ?) ORDER BY `common_homecontent`.`created` ASC LIMIT ?	3	1613611752	1613613445	7882	2103	3583	0	3
10	dmall_idb	idb		0x2FB86F938EF30630	set autocommit=?	23708	1613586603	1613613560	0	0	0	0	0
10	admin_idb	monitor		0x51C9ECE238E98EFB	SET NAMES utf8	13	1613586693	1613615541	0	0	0	0	0
10	dmall_idb	myadmin		0x67161F05EE37F27C	SELECT `meta_project`.`id`, `meta_project`.`project_code`, `meta_project`.`project_id`, `meta_project`.`project_level`, `meta_project`.`project_name`, `meta_project`.`dept_code`, `meta_project`.`dept_name`, `meta_project`.`business_group_id`, `meta_project`.`business_group_name`, `meta_project`.`business_group_code`, `meta_project`.`owner_pm_name`, `meta_project`.`owner_dev_name`, `meta_project`.`owner_dba_name`, `meta_project`.`status` FROM `meta_project` LIMIT ?	1	1613613448	1613613448	9675	9675	9675	0	1065
10	dmall_idb	myadmin		0x888F13CB27C7C306	insert into db_backup_status(host_ip,host_port,st_time,b_stat,b_fname,b_type) values(?,?,?,?,?,?)	5	1613587508	1613588408	30280	4888	6534	5	0
10	dmall_idb	myadmin		0x5BCD76F1F98A93E4	SELECT COUNT(*) AS `__count` FROM `cluster` WHERE (`cluster`.`description` LIKE ? OR `cluster`.`app_id` IN (SELECT V0.`app_id` AS Col1 FROM `cluster_meta_app` V0 WHERE (V0.`module_code` = ? OR V0.`project_code` IN (SELECT U0.`project_code` AS Col1 FROM `meta_project` U0 WHERE (U0.`project_code` = ? OR U0.`project_name` = ?)))) OR `cluster`.`dns_name` LIKE BINARY ?)	4	1613613507	1613614014	16550	3820	4273	0	4
10	dmall_idb	myadmin		0xA556D8489D4C1552	update db_backup_status set t_stat=?,b_dir=? where id=?	32	1613586512	1613614123	203966	2874	33329	32	0
10	mysql	myadmin		0x2FB86F938EF30630	set autocommit=?	465	1613586603	1613615702	0	0	0	0	0
10	dmall_idb	myadmin		0x1EE959031BEAEACB	select app_id,dns_name from redis_cluster where role_id=?	1	1613593802	1613593802	3566	3566	3566	0	94
10	admin_idb	admin_idb		0x1A876730DEE88DB7	SELECT `user_user`.`id`, `user_user`.`password`, `user_user`.`last_login`, `user_user`.`is_superuser`, `user_user`.`username`, `user_user`.`first_name`, `user_user`.`last_name`, `user_user`.`email`, `user_user`.`is_staff`, `user_user`.`is_active`, `user_user`.`date_joined`, `user_user`.`created`, `user_user`.`modified`, `user_user`.`is_deleted`, `user_user`.`description`, `user_user`.`parent_id`, `user_user`.`phone`, `user_user`.`avatar`, `user_user`.`token`, `user_user`.`other_info` FROM `user_user` WHERE `user_user`.`id` = ?	703	1613611288	1613615725	1414053	1787	12478	0	703
10	admin_idb	admin_idb		0x212FC1AFCE466978	SELECT COUNT(*) AS `__count` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`status` IN (?, ?))	46	1613611446	1613615345	94086	1901	2349	0	46
10	admin_idb	monitor		0x00E7D250B69274FE	select id,first_name,username,email,phone from user_user;	13	1613586693	1613615541	84494	3307	12270	0	12727
10	dmall_idb	myadmin		0x8F1F49DDC225FCD1	insert into mongo_backup_status(host_ip,host_port,st_time,b_stat,b_fname,b_type) values(?,?,?,?,?,?)	5	1613594126	1613611268	24562	4136	6058	5	0
10	dmall_idb	myadmin		0xB8951F78004B523C	SELECT COUNT(*) AS `__count` FROM `machine`	2	1613613579	1613613985	4647	2202	2445	0	2
10	mydata	mydata		0x046FB65606D74E3B	REPLACE INTO `mydata`.`pma__recent` (`username`, `tables`) VALUES (?, ?)	2	1613609694	1613612167	8404	4193	4211	4	0
10	admin_idb	admin_idb		0x30AAC51BE6E92D0A	SELECT `procedure_mysqlprocess`.`id`, `procedure_mysqlprocess`.`created`, `procedure_mysqlprocess`.`modified`, `procedure_mysqlprocess`.`is_deleted`, `procedure_mysqlprocess`.`description`, `procedure_mysqlprocess`.`parent_id`, `procedure_mysqlprocess`.`title`, `procedure_mysqlprocess`.`category`, `procedure_mysqlprocess`.`host`, `procedure_mysqlprocess`.`port`, `procedure_mysqlprocess`.`db_name`, `procedure_mysqlprocess`.`table_name`, `procedure_mysqlprocess`.`sql_content`, `procedure_mysqlprocess`.`inception`, `procedure_mysqlprocess`.`create_user_id`, `procedure_mysqlprocess`.`assignee_user_id`, `procedure_mysqlprocess`.`status`, `procedure_mysqlprocess`.`audit_result`, `procedure_mysqlprocess`.`execute_datetime`, `procedure_mysqlprocess`.`zone_info`, `procedure_mysqlprocess`.`execute_result`, `procedure_mysqlprocess`.`workflow_info`, `procedure_mysqlprocess`.`jira_issue_id`, `procedure_mysqlprocess`.`celery_task_id` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`category` = ?) ORDER BY `procedure_mysqlprocess`.`created` DESC LIMIT ?	1	1613611288	1613611288	33222	33222	33222	0	10
10	dmall_idb	myadmin		0x7B15BD3BDF284C92	update db_backup_status set en_time=?,b_stat=?,b_fsize=?,h_fsize=?,b_host=? where id=?	35	1613586723	1613615392	186871	2922	6530	35	0
10	dmall_idb	myadmin		0xDB3A841EF5443C35	commit	7993	1613586512	1613615707	14105739	1461	28833	0	0
10	information_schema	idb		0xCD50085EB768629B	replace into dmall_idb._machine_used (host,day,name,os,cpu_n,memory_mb,memory_mb_free,disk_data_mb,disk_data_mb_used,disk_data_used_pct,swap_mb,swap_mb_used,description) values (?,current_date(),?,?,?,?,?,?,?,replace(?, ?, ?),?,?,?)	1728	1613588359	1613613832	10916344	3084	104475	3456	0
10	admin_idb	admin_idb		0xD0A3E29C554C112B	SELECT `user_menu`.`id`, `user_menu`.`created`, `user_menu`.`modified`, `user_menu`.`is_deleted`, `user_menu`.`description`, `user_menu`.`parent_id`, `user_menu`.`name`, `user_menu`.`order_num`, `user_menu`.`url`, `user_menu`.`icon` FROM `user_menu` INNER JOIN `user_user_user_menus` ON (`user_menu`.`id` = `user_user_user_menus`.`menu_id`) WHERE (`user_menu`.`is_deleted` = ? AND `user_user_user_menus`.`user_id` = ?) ORDER BY `user_menu`.`created` ASC	19	1613613058	1613615182	39170	1955	2182	0	0
10	admin_idb	admin_idb		0xC4E7A4C617EAF8DB	SELECT COUNT(*) AS `__count` FROM `procedure_mysqlprocess` WHERE (`procedure_mysqlprocess`.`is_deleted` = ? AND `procedure_mysqlprocess`.`parent_id` IS NULL AND `procedure_mysqlprocess`.`status` IN (?, ?, ?, ?))	46	1613611446	1613615345	302980	6247	7878	0	46
10	dmall_idb	myadmin		0xF4D7115482D2BB95	SELECT `cluster_meta_app`.`id`, `cluster_meta_app`.`app_id`, `cluster_meta_app`.`project_code`, `cluster_meta_app`.`module_code`, `cluster_meta_app`.`app_name` FROM `cluster_meta_app` WHERE `cluster_meta_app`.`app_id` = ?	50	1613613451	1613614015	98724	1614	3526	0	78
10	dmall_idb	myadmin		0xBF7880A44606F417	select dns_name, auth_password from redis_cluster where auth_password is not null	248	1613586542	1613615522	735177	1833	7023	0	121520
10	dmall_idb	myadmin		0x725F136C2C236E4C	SELECT `machine`.`id`, `machine`.`host`, `machine`.`host_ex`, `machine`.`name`, `machine`.`os`, `machine`.`cpu_n`, `machine`.`memory_mb`, `machine`.`disk_data_mb`, `machine`.`swap_mb`, `machine`.`idc`, `machine`.`vtype`, `machine`.`tag`, `machine`.`status`, `machine`.`is_exclusive`, `machine`.`description`, `machine`.`created`, `machine`.`modified` FROM `machine` WHERE `machine`.`host` IN (?) ORDER BY `machine`.`id` ASC LIMIT ?	7	1613611338	1613614088	33958	1999	11354	0	7
10	admin_idb	admin_idb		0x0786BA45E962C50B	SELECT @@SQL_AUTO_IS_NULL	63	1613611345	1613613776	401693	1875	13949	0	63
10	admin_idb	admin_idb		0x2464325DF3B633B0	SELECT VERSION()	63	1613611345	1613613776	112647	1463	2058	0	63
10	dmall_idb	idb		0xDB3A841EF5443C35	commit	5927	1613586604	1613613560	23011105	2284	17751	0	0
10	information_schema	idb		0xFC8EA9CC41C89350	replace into dmall_idb._instance(host,port,role,version,db_list) values(?,?,?,?,?)	6936	1613588401	1613613632	42115696	2758	121092	13872	0
10	dmall_idb	myadmin		0x763A612B720D0255	SELECT `mydata_account`.`id`, `mydata_account`.`account`, `mydata_account`.`password` FROM `mydata_account`	120	1613611347	1613611363	247215	1561	12758	0	4920
10	dmall_idb	myadmin		0x4E31696494C7258F	SELECT `redis_cluster`.`id`, `redis_cluster`.`app_id`, `redis_cluster`.`role_id`, `redis_cluster`.`description`, `redis_cluster`.`sharded`, `redis_cluster`.`status`, `redis_cluster`.`dns_name`, `redis_cluster`.`port`, `redis_cluster`.`auth_password`, `redis_cluster`.`dev_owner`, `redis_cluster`.`dev_owner_id`, `redis_cluster`.`db_level`, `redis_cluster`.`is_core`, `redis_cluster`.`created`, `redis_cluster`.`modified` FROM `redis_cluster` WHERE (`redis_cluster`.`app_id` IN (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) AND `redis_cluster`.`app_id` = ?)	5	1613612972	1613613494	12884	2357	3144	0	5
10	admin_idb	admin_idb		0x86B2EB16373EB284	SELECT COUNT(*) AS `__count` FROM `procedure_dbresourceprocess` WHERE `procedure_dbresourceprocess`.`is_deleted` = ?	46	1613611446	1613615345	128991	2630	3231	0	46
10	admin_idb	admin_idb		0x71F429F8CB992A47	SELECT `user_user`.`id`, `user_user`.`password`, `user_user`.`last_login`, `user_user`.`is_superuser`, `user_user`.`username`, `user_user`.`first_name`, `user_user`.`last_name`, `user_user`.`email`, `user_user`.`is_staff`, `user_user`.`is_active`, `user_user`.`date_joined`, `user_user`.`created`, `user_user`.`modified`, `user_user`.`is_deleted`, `user_user`.`description`, `user_user`.`parent_id`, `user_user`.`phone`, `user_user`.`avatar`, `user_user`.`token`, `user_user`.`other_info` FROM `user_user` WHERE `user_user`.`username` = ? ORDER BY `user_user`.`id` ASC LIMIT ?	21666	1613611446	1613615347	43077411	1760	37528	0	21666
10	information_schema	idb		0xD4F3648F2191B3E9	replace into dmall_idb._machine(host,name,os,cpu_n,memory_mb,disk_data_mb,swap_mb,tag,description) values (?,?,?,?,?,?,?,?,?)	1379	1613588355	1613613685	8420777	2697	30227	2758	0
10	mydata	mydata		0x226CD90D52A2BA0B	select @@version_comment limit ?	19	1613586602	1613615402	0	0	0	0	0
10	admin_idb	admin_idb		0x16F078602CD3C397	select pm.status, COUNT(pm.id) from procedure_mysqlprocess as pm where id != ? GROUP BY pm.status ORDER BY status DESC;	46	1613611448	1613615347	1809524	37758	55464	0	418
10	admin_idb	admin_idb		0x471353A02E713576	SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON (`auth_permission`.`content_type_id` = `django_content_type`.`id`) WHERE `auth_permission`.`id` IN (?, ?, ?) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC	19	1613613058	1613615182	37968	1885	2122	0	57
10	admin_idb	admin_idb		0x095BC6179DCABCA6	SELECT `user_systemconfig`.`id`, `user_systemconfig`.`created`, `user_systemconfig`.`modified`, `user_systemconfig`.`is_deleted`, `user_systemconfig`.`description`, `user_systemconfig`.`category`, `user_systemconfig`.`config_key`, `user_systemconfig`.`show_name`, `user_systemconfig`.`config_value` FROM `user_systemconfig` WHERE (`user_systemconfig`.`is_deleted` = ? AND `user_systemconfig`.`category` = ? AND `user_systemconfig`.`config_key` = ?) ORDER BY `user_systemconfig`.`created` ASC LIMIT ?	112	1613611513	1613615712	243894	1853	4060	0	112
10	admin_idb	admin_idb		0x8D4C628F4EFAEFD3	SELECT `user_user`.`id`, `user_user`.`password`, `user_user`.`last_login`, `user_user`.`is_superuser`, `user_user`.`username`, `user_user`.`first_name`, `user_user`.`last_name`, `user_user`.`email`, `user_user`.`is_staff`, `user_user`.`is_active`, `user_user`.`date_joined`, `user_user`.`created`, `user_user`.`modified`, `user_user`.`is_deleted`, `user_user`.`description`, `user_user`.`parent_id`, `user_user`.`phone`, `user_user`.`avatar`, `user_user`.`token`, `user_user`.`other_info` FROM `user_user` WHERE (`user_user`.`first_name` = ? AND `user_user`.`is_staff` = ?) ORDER BY `user_user`.`id` ASC LIMIT ?	15	1613611752	1613615709	45598	2744	6025	0	15
